number,name,age,generation,cycle,birthTurn,deathTurn,deathReason,parents,gene_Osteo_Pathway_Multiplier,gene_Osteo_Length_ECM,gene_Osteo_Width_ECM,gene_Osteo_Morphogenetic_Protein1,gene_Osteo_Morphogenetic_Protein2,gene_Osteo_Morphogenetic_Protein3,gene_Myo_Pathway_Multiplier,gene_Myo_Fast_Twitch_ECM,gene_Myo_Slow_Twitch_ECM,gene_Myo_Morphogenetic_Protein1,gene_Myo_Morphogenetic_Protein2,gene_Myo_Morphogenetic_Protein3,gene_Neuro_Pathway_Multiplier,gene_Neuro_3d_ECM,gene_Neuro_Morphogenetic_Protein_SensoryResolution,gene_Neuro_Morphogenetic_Protein_Hostile,gene_Neuro_Morphogenetic_Protein_Neutral,gene_Neuro_Morphogenetic_Protein_SelfProjectionPotential,gene_Neuro_Morphogenetic_Protein_MoodNegative,gene_Neuro_Morphogenetic_Protein_MoodPositive,gene_Neuro_Morphogenetic_Protein_Fight,gene_Neuro_Morphogenetic_Protein_Flight,weight,limbLength,boneDiameter,limbStructuralStrength,osteocyteGenesisEfficiency,muscleMass,muscleProteinSynthesis,myocyteGenesisEfficiency,muscleSpeed,muscleEndurance,muscleStrength,neuralMass,perceptionRadius,hostility,moodPositive,fightResponse,colonialCognitionCapacity,neurocyteGenesisEfficiency,eyeSize,cranialSize,facialLength,facialWidth,generalPhenotype,agreeability,speedOfLocomotion,fightingEffectiveness,resourceCarryingCapacity,crit,dodge,maxHp
5607,Rickon5607,18,29,gd,4500,4518,Starvation,Simulator,0.01906802,0.385558138,0.614441862,0.956476888,0.205116854,0.25541602,0.043363285,0.762143744,0.237856256,0.314580964,0.681843861,0.234613233,0.999732367,0.943135966,0.752330536,0.025667389,0.974332611,0.432951118,0.015103006,0.984896994,0.889636623,0.110363377,0.46591679,0.385558138,0.614441862,0.627493278,0.291029161,0.234613233,0.234613233,4.44883458,3.248511321,0.236775249,2.244599297,0.943135966,0.847733251,0.260192599,0.96401648,0.518862341,0.688043542,0.111081374,0.767888396,0.172010885,0.096389535,0.156873319,4,0.739807401,2.283289682,2.104292772,0.980418801,0.707351974,1.757977113,1.616981705
5608,Bran5608,36,29,gd,4500,4536,Starvation,Simulator,0.064337862,0.799093136,0.200906864,0.893438534,0.093089466,0.934084608,0.767123814,0.613458384,0.386541616,0.355552103,0.206976506,0.192260154,0.612717213,0.506939163,0.175199273,0.922240928,0.077759072,0.59181641,0.482097302,0.517902698,0.717577309,0.282422691,0.326375213,0.799093136,0.200906864,3.977430726,0.409857667,0.192260154,0.192260154,4.224822962,3.190772356,0.321781128,2.234441947,0.506939163,0.341069218,0.601084558,0.51242093,0.630954561,0.549377787,0.06807969,0.445223502,0.137344447,0.199773284,0.994357681,2,0.398915442,2.350494105,2.655078142,1.060686154,0.380204372,1.693730861,1.567586773
5609,Lysa5609,1,29,gd,4500,4501,Fight,Simulator,0.136758389,0.174221925,0.825778075,0.108813265,0.653901486,0.481333741,0.240980891,0.002641445,0.997358555,0.680467271,0.61883123,0.918176301,0.575261052,0.186901183,0.191738866,0.94932326,0.05067674,0.732925222,0.971446282,0.028553718,0.829703348,0.170296652,0.681029737,0.174221925,0.825778075,0.210979111,0.303513054,0.918176301,0.918176301,4.464551405,0.002876839,0.97096447,0.325572716,0.186901183,0.189320025,0.730192385,0.107727451,0.820467908,0.459913202,0.063917895,0.324616613,0.114978301,0.043555481,0.052744778,2,0.269807615,0.156316109,0.233276126,0.663845419,0.140175887,0.150936035,1.610660785
5610,Stannis5610,508,29,grd,4500,5008,Wounds,Simulator,0.29908482,0.681700559,0.318299441,0.393482341,0.916615764,0.166890843,0.983410888,0.558764444,0.441235556,0.085504817,0.084076069,0.029173977,0.398070508,0.509657687,0.239137748,0.475212123,0.524787877,0.744671944,0.804599031,0.195400969,0.455172418,0.544827582,0.273639866,0.681700559,0.318299441,2.141695747,0.415031718,0.029173977,0.029173977,4.416925021,19.15283748,0.303881696,12.86985222,0.509657687,0.374397718,0.569952788,0.352529328,0.531942074,0.627164816,0.044230056,0.500781267,0.156791204,0.17042514,0.535423937,3,0.430047212,12.80907015,11.71226501,4.907672692,0.382243265,8.666794522,1.625395598
5611,Edmure5611,504,29,grd,4500,5004,Wounds,Simulator,0.995948608,0.928353994,0.071646006,0.845434287,0.951192027,0.185443816,0.138412156,0.477074082,0.522925918,0.602538436,0.796258384,0.08730932,0.852723473,0.682024535,0.001628197,0.688665094,0.311334906,0.54677149,0.381777154,0.618222846,0.131313881,0.868686119,0.287942643,0.928353994,0.071646006,12.95751215,0.794793469,0.08730932,0.08730932,3.900985777,5.464182742,0.377720386,3.76869529,0.682024535,0.341826366,0.517610562,0.65012369,0.282528659,0.614398012,0.094747053,0.478112189,0.153599503,0.232088498,3.239378038,2,0.482389438,3.880267204,5.579158231,1.66085977,0.511518401,2.757350936,1.5968421
5612,Rickard5612,18,29,gd,4500,4518,Starvation,Simulator,0.362353166,0.209254399,0.790745601,0.89330756,0.830240597,0.904354998,0.885091409,0.521912603,0.478087397,0.623058024,0.039451033,0.734504395,0.085010014,0.943568374,0.388098079,0.514220495,0.485779505,0.568935649,0.794242983,0.205757017,0.767152434,0.232847566,0.70540388,0.209254399,0.790745601,0.26462923,0.670521897,0.734504395,0.734504395,4.590472982,0.710564302,0.56355973,0.661562778,0.943568374,0.665833226,0.577115869,0.574662695,0.634189511,0.756252011,0.009445557,0.711042619,0.189063003,0.0523136,0.066157308,3,0.422884131,0.605608513,0.613968114,0.566987626,0.70767628,0.639631102,1.756813479
5613,Joanna5613,27,29,gd,4500,4527,Fight,Simulator,0.186253433,0.487462133,0.512537867,0.828411888,0.530463256,0.971056067,0.24093216,0.285966026,0.714033974,0.657582377,0.181145462,0.363953911,0.10347015,0.412160094,0.652508134,0.198168814,0.801831186,0.990317038,0.225319907,0.774680093,0.621214658,0.378785342,0.430937099,0.487462133,0.512537867,0.951075355,0.540487615,0.363953911,0.363953911,4.979734386,0.785720439,0.597340619,0.722927165,0.412160094,0.532334114,0.35587218,0.593420094,0.501220351,0.701238566,0.011496683,0.61678634,0.175309642,0.121865533,0.237768839,3,0.64412782,0.712357378,0.75099917,0.633019501,0.309120071,0.577944942,1.843906228
5614,Brandon5614,,29,g,4500,Alive,Survived,Simulator,0.5082429,0.358703245,0.641296755,0.631545045,0.807608628,0.930526889,0.082165571,0.620902895,0.379097105,0.673164536,0.125964677,0.470514222,0.09912066,0.14241741,0.708120016,0.9938331,0.0061669,0.057977323,0.795319745,0.204680255,0.238768403,0.761231597,0.456465262,0.358703245,0.641296755,0.559340497,0.677233273,0.470514222,0.470514222,4.052892255,1.319626201,0.409569477,1.016273959,0.14241741,0.425268713,0.697288211,0.173548833,0.500319046,0.100197367,0.011013407,0.26273304,0.025049342,0.089675811,0.139835124,2,0.302711789,1.018841124,0.976844292,0.625565086,0.106813058,0.714831768,1.580379645
5615,Robb5615,192,29,gd,4500,4692,Fight,Simulator,0.225805155,0.774292545,0.225707455,0.166448024,0.00629431,0.856230916,0.3700423,0.888356303,0.111643697,0.645503276,0.03859823,0.570932774,0.234038566,0.280704676,0.109975349,0.829654231,0.170345769,0.190153073,0.23572814,0.76427186,0.220094574,0.779905426,0.459887207,0.774292545,0.225707455,3.430513825,0.296116712,0.570932774,0.570932774,3.699152199,1.555973564,0.264740056,1.125562395,0.280704676,0.195340013,0.516345593,0.522488268,0.358511618,0.235428875,0.026004285,0.215384444,0.058857219,0.193573136,0.857628456,1,0.483654407,1.274218438,1.605913626,0.624089315,0.210528507,0.919655128,1.340424399
5616,Robb5616,305,29,gd,4500,4805,Starvation,Simulator,0.391703905,0.737020567,0.262979433,0.408485836,0.090239744,0.469685933,0.43365514,0.512421421,0.487578579,0.655781631,0.607895906,0.906374681,0.595279827,0.932172624,0.467942415,0.033461245,0.966538755,0.781521828,0.237873809,0.762126191,0.625446627,0.374553373,0.702039443,0.737020567,0.262979433,2.802578731,0.350363865,0.906374681,0.906374681,4.856936743,0.565352753,0.62717728,0.585960928,0.932172624,0.70005752,0.317833764,0.847149407,0.430394402,0.856847226,0.066142203,0.778452373,0.214211807,0.184255142,0.700644683,4,0.682166236,0.652891709,0.983511598,0.622175269,0.699129468,0.668304295,1.75781427
5617,Tywin5617,16,29,gd,4500,4516,Starvation,Simulator,6.12E-04,0.747898121,0.252101879,0.372018521,0.525290242,0.542028512,0.109886572,0.86354879,0.13645121,0.814444464,0.447151073,0.183651882,0.135035679,0.945229959,0.159065239,0.791901899,0.208098101,0.984303594,0.74620644,0.25379356,0.614990158,0.385009842,0.392612498,0.747898121,0.252101879,2.966650318,0.288112329,0.183651882,0.183651882,4.476372945,4.702096069,0.152184767,3.185458969,0.945229959,0.552147599,0.634527085,0.599511759,0.56624891,0.964766776,0.015003964,0.758457188,0.241191694,0.18697453,0.741662579,4,0.365472915,3.323839648,3.353559187,1.309349327,0.708922469,2.452200589,1.59316308
5618,Jon5618,36,29,gd,4500,4536,Starvation,Simulator,0.461618823,0.209757105,0.790242895,0.17672469,0.814944084,0.309899318,0.892529923,0.183956045,0.816043955,0.310366108,0.502981999,0.824149752,0.968317902,0.603754155,0.008888186,0.522851858,0.477148142,0.109031141,0.513461716,0.486538284,0.496084215,0.503915785,0.695206615,0.209757105,0.790242895,0.265433712,0.444961148,0.824149752,0.824149752,3.802430868,0.223207062,0.818745887,0.421720004,0.603754155,0.30632117,0.509078394,0.545146219,0.489025151,0.356392648,0.107590878,0.331356909,0.089098162,0.052439276,0.066358428,2,0.490921606,0.301439375,0.356251574,0.619010222,0.452815616,0.351898122,1.451660964
5619,Myrcella5619,97,29,gd,4500,4597,Starvation,Simulator,0.095276011,0.826777644,0.173222356,0.182523989,0.695648261,0.769023241,0.481009511,0.538364953,0.461635047,0.566785662,0.343484224,0.563839514,0.158042681,0.831061485,0.154736756,0.255130151,0.744869849,0.337228062,0.233500977,0.766499023,0.050496538,0.949503462,0.527971769,0.826777644,0.173222356,4.772926898,0.367549503,0.563839514,0.563839514,3.979190502,0.954819483,0.495703202,0.801780723,0.831061485,0.492899121,0.372157782,0.798780254,0.168592651,0.584144773,0.017560298,0.538521947,0.146036193,0.206694411,1.193231725,3,0.627842218,0.912458918,1.524372086,0.637101795,0.623296113,0.816071316,1.454766768
5620,Tommen5620,,29,g,4500,Alive,Survived,Simulator,0.482716893,0.863968051,0.136031949,0.052252861,0.138506715,0.15014518,0.151630462,0.399790446,0.600209554,0.484414356,0.603954221,0.574001606,0.538255536,0.132828849,0.059341068,0.26530695,0.73469305,0.876957843,0.768452337,0.231547663,0.857134925,0.142865075,0.427266517,0.863968051,0.136031949,6.35121424,0.261267709,0.574001606,0.574001606,4.329425133,0.696497087,0.591473571,0.661489248,0.132828849,0.096084959,0.508439822,0.182188256,0.760130354,0.504893346,0.059806171,0.300489152,0.126223337,0.215992013,1.58780356,2,0.491560178,0.752083322,1.650358457,0.641706043,0.099621637,0.534596094,1.550166337
5621,Cersei5621,303,30,bd,5000,5303,Fight,Cersei5518,0.633567576,0.995842468,0.004157532,0.064179837,0.711698912,0.849021871,0.775882161,0.35935991,0.64064009,1,0.464631297,0.19622366,0.821490221,0.291649248,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.59792643,0.40207357,0.269211109,0.995842468,0.004157532,239.5273159,0.578407154,0.19622366,0.19622366,4.911636206,1.831379099,0.49250128,1.385086493,0.291649248,0.543392417,0.723858318,0.151297423,0.692103439,0.382813007,0.091276691,0.463102712,0.095703252,0.248960617,59.88182896,2,0.276141682,1.515981286,43.43642137,0.862836011,0.218736936,1.083566503,1.860440017
5622,Lysa5622,21,30,bd,5000,5021,Wounds,Cersei5518,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.35935991,0.64064009,1,0.464631297,0.19622366,0.821490221,0.8312496,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.59792643,0.40207357,0.346296873,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.911636206,1.831379099,0.49250128,1.385086493,0.8312496,0.813192592,0.723858318,0.421097599,0.624653395,0.652613183,0.091276691,0.732902887,0.163153296,0.248960617,59.88182896,3,0.276141682,1.521049209,43.44549029,0.862836011,0.6234372,1.221845206,1.861097589
5623,Renly5623,,30,b,5000,Alive,Survived,Cersei5518,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.35935991,0.64064009,1,0.464631297,0.19622366,0.821490221,0.291649248,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.59792643,0.40207357,0.269211109,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.911636206,1.831379099,0.49250128,1.385086493,0.291649248,0.543392417,0.723858318,0.151297423,0.692103439,0.382813007,0.091276691,0.463102712,0.095703252,0.248960617,59.88182896,2,0.276141682,1.515981286,43.43642137,0.862836011,0.218736936,1.083566503,1.861097589
5624,Arya5624,516,30,brd,5000,5516,Starvation,Cersei5518,0.658391105,0.995842468,0.004157532,0.064179837,0.721562492,0.869847956,0.751730649,0.35935991,0.64064009,1,0.464631297,0.19622366,0.821490221,0.291649248,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.59792643,0.40207357,0.269211109,0.995842468,0.004157532,239.5273159,0.594474499,0.19622366,0.19622366,4.901975601,1.831379099,0.49250128,1.385086493,0.291649248,0.543392417,0.723858318,0.151297423,0.692103439,0.382813007,0.091276691,0.463102712,0.095703252,0.248960617,59.88182896,2,0.276141682,1.515981286,43.43642137,0.862836011,0.218736936,1.083566503,1.862575597
5625,Tommen5625,436,30,bd,5000,5436,Starvation,Cersei5518,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.853144069,0.775882161,0.35935991,0.64064009,1,0.464631297,0.19622366,0.821490221,0.291649248,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.614669787,0.385330213,0.269211109,0.995842468,0.004157532,239.5273159,0.58120431,0.19622366,0.19622366,4.911636206,1.831379099,0.49250128,1.385086493,0.291649248,0.543392417,0.723858318,0.151297423,0.700475117,0.382813007,0.091276691,0.463102712,0.095703252,0.248960617,59.88182896,2,0.276141682,1.515981286,43.43642137,0.862836011,0.218736936,1.083566503,1.861372402
5626,Tywin5626,51,30,bd,5000,5051,Wounds,Cersei5518,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.35935991,0.64064009,1,0.476894123,0.194818088,0.821490221,0.291649248,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.568839534,0.431160466,0.268608721,0.995842468,0.004157532,239.5273159,0.58037987,0.194818088,0.194818088,4.913807657,1.84459212,0.492032756,1.393738999,0.291649248,0.543392417,0.723858318,0.151297423,0.67755999,0.382813007,0.091276691,0.463102712,0.095703252,0.248960617,59.88182896,2,0.276141682,1.524597642,43.44406775,0.865726818,0.218736936,1.08931074,1.861821406
5627,Hoster5627,,30,b,5000,Alive,Survived,Cersei5518,0.633567576,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.361006688,0.638993312,1,0.464631297,0.19622366,0.821490221,0.291649248,0.795135585,0.906378869,0.093621131,0.473976765,0.989054402,0.010945598,0.59792643,0.40207357,0.269211109,0.995842468,0.004157532,239.5273159,0.58037987,0.19622366,0.19622366,4.911636206,1.839771451,0.491403428,1.390315443,0.291649248,0.543392417,0.723858318,0.151297423,0.692103439,0.382813007,0.091276691,0.463102712,0.095703252,0.248960617,59.88182896,2,0.276141682,1.521426572,43.44122889,0.864138619,0.218736936,1.087196694,1.861097589
5628,Jaime5628,69,30,bd,5000,5069,Fight,Tywin5476,0.620382963,0.995842468,0.004157532,0.062085449,0.721562492,0.867307161,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.181524312,0.788377813,0.275406354,0.841992652,0.895786347,0.104213653,0.171947445,0.989054402,0.010945598,0.582293448,0.417706552,0.260590975,0.995842468,0.004157532,239.5273159,0.578344206,0.181524312,0.181524312,4.652284094,1.980537263,0.487497661,1.482857395,0.275406354,0.558699503,0.721210187,0.143175976,0.685655277,0.2236769,0.087597535,0.391188201,0.055919225,0.248960617,59.88182896,2,0.278789813,1.613148068,43.52255867,0.89565982,0.206554766,1.144283634,1.772741945
5629,Caitlyn5629,392,30,bd,5000,5392,Wounds,Tywin5476,0.620382963,0.995842468,0.004157532,0.062085449,0.721562492,0.867307161,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.183593804,0.788377813,0.275406354,0.834864619,0.895786347,0.104213653,0.171947445,0.989054402,0.010945598,0.582293448,0.417706552,0.2614779,0.995842468,0.004157532,239.5273159,0.578344206,0.183593804,0.183593804,4.64556996,1.958212404,0.488187492,1.4682041,0.275406354,0.555135487,0.721210187,0.143175976,0.685655277,0.2236769,0.087597535,0.389406193,0.055919225,0.248960617,59.88182896,2,0.278789813,1.598574487,43.5096119,0.89070762,0.206554766,1.134567913,1.7705039
5630,Jaime5630,512,30,brd,5000,5512,Wounds,Tywin5476,0.620382963,0.995842468,0.004157532,0.062085449,0.721562492,0.867307161,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.183593804,0.788377813,0.275406354,0.834864619,0.895786347,0.104213653,0.171947445,0.989054402,0.010945598,0.582293448,0.417706552,0.2614779,0.995842468,0.004157532,239.5273159,0.578344206,0.183593804,0.183593804,4.64556996,1.958212404,0.488187492,1.4682041,0.275406354,0.555135487,0.721210187,0.143175976,0.685655277,0.2236769,0.087597535,0.389406193,0.055919225,0.248960617,59.88182896,2,0.278789813,1.598574487,43.5096119,0.89070762,0.206554766,1.134567913,1.7705039
5631,Rickard5631,371,30,bd,5000,5371,Wounds,Tywin5476,0.11633231,0.995842468,0.004157532,0.062085449,0.721562492,0.867307161,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.188225743,0.788377813,0.275406354,0.834864619,0.895786347,0.104213653,0.171947445,1,0,0.5920634,0.4079366,0.263463016,0.995842468,0.004157532,239.5273159,0.376723944,0.188225743,0.188225743,4.646496347,1.910023882,0.489731472,1.436593079,0.275406354,0.555135487,0.723946587,0.137703177,0.692592552,0.2236769,0.087597535,0.389406193,0.055919225,0.248960617,59.88182896,2,0.276053413,1.567125469,43.4816809,0.880054874,0.206554766,1.113601901,1.703605942
5632,Joanna5632,151,30,bd,5000,5151,Wounds,Tywin5476,0.620382963,0.995842468,0.004157532,0.062085449,0.721562492,0.867307161,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.183593804,0.788377813,0.275406354,0.834864619,0.895786347,0.104213653,0.171947445,0.989054402,0.010945598,0.582293448,0.417706552,0.2614779,0.995842468,0.004157532,239.5273159,0.578344206,0.183593804,0.183593804,4.64556996,1.958212404,0.488187492,1.4682041,0.275406354,0.555135487,0.721210187,0.143175976,0.685655277,0.2236769,0.087597535,0.389406193,0.055919225,0.248960617,59.88182896,2,0.278789813,1.598574487,43.5096119,0.89070762,0.206554766,1.134567913,1.7705039
5633,Hoster5633,510,30,brd,5000,5510,Starvation,Tywin5476,0.620382963,0.995842468,0.004157532,0.062085449,0.721562492,0.869912528,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.183593804,0.788377813,0.275406354,0.834864619,0.895786347,0.104213653,0.171947445,0.989054402,0.010945598,0.582293448,0.417706552,0.2614779,0.995842468,0.004157532,239.5273159,0.578865279,0.183593804,0.183593804,4.64556996,1.958212404,0.488187492,1.4682041,0.275406354,0.555135487,0.721210187,0.143175976,0.685655277,0.2236769,0.087597535,0.389406193,0.055919225,0.248960617,59.88182896,2,0.278789813,1.598574487,43.5096119,0.89070762,0.206554766,1.134567913,1.770677591
5634,Joffrey5634,241,30,bd,5000,5241,Wounds,Tywin5476,0.620382963,0.995842468,0.004157532,0.062085449,0.721562492,0.867307161,0.780323728,0.359515664,0.640484336,0.984916919,0.464631297,0.189336678,0.788377813,0.275406354,0.834864619,0.895786347,0.104213653,0.171947445,0.993229867,0.006770133,0.582293448,0.417706552,0.263939131,0.995842468,0.004157532,239.5273159,0.578344206,0.189336678,0.189336678,4.646718534,1.898816796,0.490101783,1.429245125,0.275406354,0.555135487,0.722254054,0.141088243,0.686438176,0.2236769,0.087597535,0.389406193,0.055919225,0.248960617,59.88182896,2,0.277745946,1.559813135,43.47518808,0.877584879,0.206554766,1.108727012,1.770886758
5635,Arya5635,222,30,bd,5000,5222,Wounds,Myrcella5520,0.633336233,0.970956997,0.029043003,0.064179837,0.689929135,0.849021871,0.793755047,0.359515664,0.640484336,1,0.464631297,0.19622366,0.784540047,0.279877023,0.795135585,0.906378869,0.093621131,0.167921584,0.989054402,0.010945598,0.575279477,0.424720523,0.27108443,0.970956997,0.029043003,33.43170059,0.573960662,0.19622366,0.19622366,4.612730179,1.832172857,0.492397444,1.385581053,0.279877023,0.537506304,0.723858318,0.145411311,0.68225149,0.223899303,0.087171116,0.380702804,0.055974826,0.242739249,8.357925148,2,0.276141682,1.510075191,7.067282006,0.860696897,0.209907767,1.07668605,1.757953986
5636,Hoster5636,,30,b,5000,Alive,Survived,Myrcella5520,0.633336233,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.749793901,0.359515664,0.640484336,1,0.464631297,0.19622366,0.784540047,0.279877023,0.795135585,0.906378869,0.093621131,0.167921584,0.989054402,0.010945598,0.575279477,0.424720523,0.267529362,0.995842468,0.004157532,239.5273159,0.580287333,0.19622366,0.19622366,4.59514572,1.832172857,0.492397444,1.385581053,0.279877023,0.537506304,0.723858318,0.145411311,0.68225149,0.223899303,0.087171116,0.380702804,0.055974826,0.248960617,59.88182896,2,0.276141682,1.516385743,43.43667822,0.862959213,0.209907767,1.080893084,1.75420139
5637,Myrcella5637,69,30,bd,5000,5069,Fight,Myrcella5520,0.629226136,0.995842468,0.004157532,0.064179837,0.721562492,0.849021871,0.775882161,0.359515664,0.640484336,1,0.464631297,0.19622366,0.784540047,0.279877023,0.795135585,0.906378869,0.093621131,0.174222708,0.989054402,0.010945598,0.575279477,0.424720523,0.267529362,0.995842468,0.004157532,239.5273159,0.578643294,0.19622366,0.19622366,4.611882148,1.832172857,0.492397444,1.385581053,0.279877023,0.537506304,0.723858318,0.145411311,0.68225149,0.227049865,0.087171116,0.382278085,0.056762466,0.248960617,59.88182896,2,0.276141682,1.516385743,43.43667822,0.862959213,0.209907767,1.080893084,1.759232186
